sector,stage,country,funding,team_size,team_experience,market_size_bn,burn_rate,revenue_growth,customer_count,nps_score,patent_count,competition_level,business_model_score,months_since_founding,runway_months,success
BioTech,Series A,Brazil,10104627,36,2,345.49,413439,2.78,19739,18,19,4,8,115,23,1
E-Commerce,Pre-Seed,Singapore,490924,12,10,421.47,658490,4.883,26925,-9,4,4,1,30,30,1
E-Commerce,Pre-Seed,Singapore,178041,62,4,241.03,544561,1.032,19575,79,17,7,1,46,25,0
AI/ML,Series A,Germany,6198747,45,1,265.93,567807,1.648,22231,10,9,7,2,14,7,0
CleanTech,Series A,India,8476049,122,4,151.72,689520,1.134,11399,53,7,7,8,72,28,1
Cybersecurity,Seed,Brazil,1031661,69,13,247.56,477601,1.186,47731,32,0,7,1,73,17,0
Cybersecurity,Seed,Singapore,2402871,26,12,66.43,518604,1.902,23100,13,14,2,4,74,32,1
FinTech,Seed,France,1122215,85,11,477.94,494408,3.45,10768,20,2,5,9,5,1,1
Gaming,Seed,Brazil,2311049,115,13,400.28,190060,0.002,33299,-11,14,2,2,51,27,0
CleanTech,Seed,Singapore,846229,133,10,334.15,413564,4.777,11357,31,13,5,3,23,7,0
EdTech,Seed,Australia,1666572,2,5,269.33,617748,0.041,1437,54,0,6,6,10,3,0
EdTech,Series B,Brazil,36535028,132,9,396.19,258792,4.383,24946,36,20,3,3,66,30,1
Cybersecurity,Pre-Seed,UK,442647,87,1,247.63,638759,4.451,20888,57,7,6,4,94,1,0
EdTech,Series A,Brazil,8758851,63,12,150.34,638956,2.527,5502,-18,6,5,9,61,34,1
AI/ML,Pre-Seed,Germany,57642,65,5,80.61,362570,0.512,40376,36,8,4,9,32,33,0
E-Commerce,Series A,Canada,11468579,146,2,323.97,24629,2.739,5566,12,17,9,5,34,16,0
HealthTech,Seed,Canada,2128420,127,9,464.75,130484,3.069,41576,-14,11,8,7,77,11,1
BioTech,Series A,Canada,13261808,106,6,77.23,107275,4.26,4014,-17,7,7,9,22,8,1
FinTech,Pre-Seed,UK,447597,63,2,90.42,443632,2.665,13613,18,7,1,8,116,1,0
Gaming,Seed,Israel,1961350,36,14,217.09,148966,1.936,40167,27,29,9,7,18,14,1
BioTech,Seed,Canada,1841502,14,3,403.55,56073,4.159,33699,53,5,9,8,27,30,1
Gaming,Series A,USA,12704110,44,14,147.31,579981,4.901,49545,58,2,6,5,62,21,1
SaaS,Seed,UK,685784,131,8,127.33,716826,3.155,35233,-5,1,7,5,47,21,1
BioTech,Seed,Israel,1785412,112,1,310.17,577383,4.347,48391,17,13,3,5,11,34,1
HealthTech,Seed,USA,1699110,129,12,268.04,172246,2.913,21814,-17,7,5,1,53,26,0
Cybersecurity,Seed,USA,1346462,52,3,30.58,132388,3.387,23386,-17,5,7,6,105,14,0
AI/ML,Seed,USA,1223879,145,13,41.2,250787,3.378,46776,79,3,1,5,63,35,1
E-Commerce,Pre-Seed,France,368555,147,10,321.68,213508,3.465,41585,6,4,1,8,115,18,1
E-Commerce,Series C,Germany,68397030,136,1,232.83,124441,1.469,38756,65,20,5,8,42,20,1
AI/ML,Series A,Germany,4444315,46,11,485.5,635070,2.793,7509,65,12,9,2,106,9,0
CleanTech,Series C,UK,63772237,43,11,339.43,792307,2.89,22316,-4,8,7,6,63,33,1
SaaS,Pre-Seed,USA,256900,136,8,5.53,249343,1.438,45617,77,12,1,6,69,4,1
Gaming,Series B,Australia,26932133,16,1,240.77,446142,1.619,11071,75,28,5,3,82,4,0
HealthTech,Series A,Brazil,9696579,61,13,207.52,442043,3.764,27742,49,8,8,1,78,16,1
EdTech,Series A,Israel,3398825,41,5,53.8,642551,2.83,46849,33,23,8,7,17,26,1
BioTech,Seed,Germany,2255089,113,4,461.64,447991,0.576,13228,76,23,2,5,55,6,1
SaaS,Seed,Canada,2385547,78,7,402.6,444417,4.156,11614,-13,15,7,5,6,22,1
BioTech,Series A,UK,4885190,106,14,115.43,299669,4.392,10301,32,11,5,8,25,7,1
HealthTech,Seed,Israel,1001477,108,5,128.36,399860,2.224,35549,79,1,9,5,29,30,0
FinTech,Pre-Seed,UK,423403,123,8,16.49,376657,0.886,42851,-16,29,3,5,105,10,0
FinTech,Seed,Australia,730596,81,12,148.71,663689,4.728,11374,48,18,1,1,109,15,1
SaaS,Series B,France,46028034,126,14,292.52,106643,4.388,34407,26,29,4,2,39,6,1
Cybersecurity,Series B,France,19993899,135,11,210.71,695846,1.071,46606,53,15,7,5,79,24,0
HealthTech,Series C,USA,87677422,33,1,484.64,481820,0.297,41741,19,23,1,7,45,2,0
HealthTech,Seed,France,2216473,109,5,28.51,159712,2.091,13982,-14,12,2,3,39,15,0
AI/ML,Pre-Seed,UK,72419,115,4,295.92,369838,3.317,31258,-9,4,5,1,106,21,0
Cybersecurity,Pre-Seed,Canada,485794,147,3,429.23,202527,0.712,45652,73,22,9,2,87,18,0
Gaming,Pre-Seed,USA,256063,69,5,240.63,570424,2.469,10248,4,29,1,3,31,5,0
Gaming,Pre-Seed,Singapore,171211,128,10,1.98,66539,2.012,10515,7,23,4,9,31,25,1
EdTech,Seed,Israel,1933482,136,3,121.78,222736,4.431,35042,22,5,3,8,51,10,0
E-Commerce,Pre-Seed,Australia,255671,115,8,162.22,428158,2.034,26809,56,20,5,4,77,23,0
FinTech,Seed,USA,794358,9,13,483.01,78363,2.576,10830,26,23,5,8,53,24,1
Gaming,Series B,UK,29379782,65,3,455.93,199668,4.767,35248,28,16,2,9,52,10,1
Cybersecurity,Seed,Israel,1026701,136,1,474.61,615814,1.358,6799,65,16,5,3,30,6,0
HealthTech,Series B,Canada,24970977,42,9,412.97,307399,1.303,8547,33,16,9,6,76,13,1
Gaming,Seed,India,1276041,41,9,176.15,203201,3.958,31562,-3,2,5,8,7,21,1
HealthTech,Pre-Seed,Australia,414946,4,6,452.99,488739,1.243,14328,6,25,2,7,58,32,1
Gaming,Seed,UK,1681753,146,10,490.85,652497,4.126,12679,51,12,7,9,66,15,1
FinTech,Pre-Seed,Australia,249176,111,1,175.36,252723,0.297,21058,-15,11,6,7,91,2,0
BioTech,Seed,Germany,890447,115,8,130.65,620725,0.379,32237,54,5,7,1,99,15,0
Gaming,Series A,India,7695154,113,2,273.68,157349,4.487,46696,72,21,8,9,19,17,1
Cybersecurity,Pre-Seed,Israel,164897,5,9,93.98,667003,2.612,19906,48,20,5,5,115,20,1
Gaming,Pre-Seed,France,108408,135,14,16.8,75555,3.538,43427,50,28,2,6,99,6,1
E-Commerce,Seed,UK,616908,27,8,472.94,633267,0.972,38872,1,12,7,2,91,15,0
FinTech,Series C,Australia,95318936,140,3,462.91,63629,0.665,16547,38,13,7,2,99,17,0
Cybersecurity,Series A,Israel,8846899,18,13,81.75,649584,4.142,23306,26,6,8,4,57,26,1
AI/ML,Series A,France,9796877,93,5,204.17,327582,1.665,28210,47,4,7,4,11,22,0
Cybersecurity,Pre-Seed,Canada,377275,32,9,415.6,780109,2.166,45693,11,13,7,5,93,9,0
E-Commerce,Series A,Canada,12239320,145,13,330.67,281601,-0.055,28239,62,17,9,7,91,12,1
BioTech,Series A,Australia,8360678,108,1,197.7,200701,1.807,27830,76,3,8,1,70,22,0
FinTech,Seed,USA,1141142,147,9,372.21,306066,3.806,3381,-20,0,2,4,75,23,1
AI/ML,Series C,Germany,157275599,112,4,448.58,413036,4.071,34832,33,6,2,9,112,14,1
E-Commerce,Seed,USA,2660231,102,4,463.12,435966,3.434,39357,25,19,7,8,81,24,1
E-Commerce,Series B,Germany,41760265,113,4,189.74,380266,3.399,28841,20,12,3,3,18,8,0
SaaS,Series B,UK,27893170,63,10,87.19,112020,2.432,7447,20,3,1,6,18,26,1
FinTech,Pre-Seed,Singapore,375374,113,12,456.46,244618,2.599,20368,-13,12,9,9,15,32,1
Cybersecurity,Seed,Australia,2236916,117,9,46.73,523463,3.662,20271,11,3,3,8,80,28,1
HealthTech,Series C,Brazil,152182894,36,14,360.98,703150,1.086,339,9,2,1,7,88,32,1
BioTech,Pre-Seed,Australia,162333,29,6,70.68,175493,1.004,19974,25,7,6,7,87,22,0
HealthTech,Seed,India,545807,104,11,195.0,783317,4.74,26509,71,19,4,1,75,9,1
Cybersecurity,Series C,France,134546581,126,8,206.07,223273,-0.056,37898,31,7,1,5,65,3,1
Cybersecurity,Seed,India,2058274,103,12,79.8,596613,0.525,26221,75,24,4,7,43,25,1
FinTech,Pre-Seed,Canada,154292,138,14,461.38,297744,2.766,27263,68,16,8,2,55,12,0
Cybersecurity,Seed,Germany,1147272,144,4,1.83,220694,3.637,7733,77,14,7,6,70,29,0
SaaS,Pre-Seed,France,63777,22,3,446.96,272051,2.597,45878,40,3,1,2,76,3,0
AI/ML,Seed,Canada,809963,53,14,441.97,439387,1.646,5049,76,5,9,3,101,23,0
Cybersecurity,Pre-Seed,France,471685,98,1,158.82,764899,4.885,43086,-8,23,6,1,119,23,0
HealthTech,Seed,USA,1683493,52,10,352.29,333670,3.46,45401,68,29,2,3,11,18,1
Cybersecurity,Seed,Canada,1047578,84,7,126.78,784808,4.123,21088,19,21,3,7,53,11,1
SaaS,Series A,USA,12811879,56,4,379.51,23149,0.009,15608,40,27,7,5,50,26,0
Gaming,Seed,USA,923915,78,14,280.78,171466,1.027,638,23,5,3,4,82,8,1
Gaming,Seed,France,2772476,128,8,150.46,155468,1.746,7709,41,9,3,8,51,28,1
E-Commerce,Series A,Israel,13095837,94,14,200.42,426540,0.75,5143,23,3,5,8,20,18,1
BioTech,Pre-Seed,India,430161,89,3,345.1,188270,0.179,1224,27,8,3,1,12,13,0
EdTech,Seed,Canada,2051726,81,1,453.1,122168,0.97,47234,53,15,3,9,87,12,1
AI/ML,Pre-Seed,Brazil,369233,93,5,65.8,517026,2.575,48047,38,6,5,9,117,22,1
CleanTech,Series B,Israel,25895584,48,14,285.9,644101,3.418,44870,36,13,5,2,56,2,1
E-Commerce,Pre-Seed,India,440857,39,2,127.24,363923,3.825,37013,74,26,9,2,81,28,0
BioTech,Seed,Canada,697345,140,3,400.79,266960,0.023,9741,-10,5,1,8,17,13,0
Gaming,Series A,Germany,5900203,16,14,35.58,668554,2.026,22991,4,0,1,6,13,33,1
HealthTech,Seed,India,2150870,2,6,344.63,304542,0.436,40175,40,17,9,3,42,3,0
CleanTech,Pre-Seed,Brazil,296471,136,3,87.89,276933,2.042,26081,25,11,5,2,114,34,0
BioTech,Seed,Australia,1825499,2,3,298.39,488911,2.057,47558,33,21,4,5,108,23,0
BioTech,Seed,UK,1992832,50,12,417.93,337111,2.391,15642,13,26,2,8,107,32,1
E-Commerce,Series A,USA,10789573,97,6,377.66,774302,4.443,9567,63,14,9,6,49,20,1
CleanTech,Seed,UK,1308062,27,5,376.59,202206,3.986,41627,-14,0,6,3,103,28,1
FinTech,Seed,Israel,1139724,88,10,259.16,271041,3.111,38536,76,14,9,9,22,8,1
EdTech,Seed,Australia,1167538,94,9,445.43,211958,4.404,17399,41,14,5,8,100,3,1
FinTech,Series A,USA,7607455,103,1,294.26,370981,3.328,33103,36,26,4,6,24,30,1
CleanTech,Seed,Canada,2513338,72,13,458.8,166049,4.058,45721,78,15,7,1,50,25,1
FinTech,Seed,Israel,1178387,141,3,273.49,111967,2.732,15330,72,20,5,2,84,30,0
SaaS,Pre-Seed,Brazil,424311,96,3,253.23,403345,2.531,16464,55,0,8,4,18,29,0
Gaming,Pre-Seed,France,117359,119,11,111.57,331827,3.565,2134,-16,28,8,2,7,30,1
SaaS,Pre-Seed,Canada,253460,149,6,272.62,317475,-0.098,49409,55,2,2,3,67,34,0
Cybersecurity,Pre-Seed,India,390752,120,8,70.72,258719,3.39,29662,72,11,5,8,85,25,1
FinTech,Seed,France,2542749,52,3,434.91,451719,4.659,184,14,27,8,9,76,17,1
Cybersecurity,Seed,Israel,1825831,82,3,338.11,168621,3.512,30387,63,27,3,6,23,24,0
HealthTech,Pre-Seed,India,213384,37,6,496.82,546630,-0.009,49274,16,6,7,4,63,28,0
AI/ML,Series B,Brazil,45144809,68,8,46.5,741874,1.765,40824,39,4,3,2,79,33,1
HealthTech,Pre-Seed,UK,336305,130,6,120.72,717609,4.01,7263,44,27,6,7,57,7,0
CleanTech,Series A,India,12293960,115,13,438.64,773076,4.785,13191,-5,25,2,7,26,23,1
BioTech,Seed,UK,1391255,112,12,197.93,515655,1.725,3514,9,0,6,9,25,26,1
Gaming,Seed,USA,2460022,143,14,233.42,240099,4.174,32734,52,0,6,5,89,14,1
FinTech,Pre-Seed,Germany,180466,101,10,430.4,535587,4.292,6077,21,14,8,4,13,28,1
E-Commerce,Seed,Singapore,2926609,110,3,261.15,259240,0.441,35120,40,7,5,6,49,24,0
AI/ML,Seed,Canada,2778598,121,4,97.14,338019,4.198,48484,53,10,1,2,4,7,0
EdTech,Series B,Singapore,46013300,80,1,446.07,698280,1.486,9500,56,13,8,2,72,15,0
EdTech,Seed,USA,2381397,135,13,16.02,458052,2.885,14992,27,28,9,9,55,3,0
EdTech,Series B,India,41846488,20,8,447.75,183453,2.603,10133,41,24,1,7,13,2,1
FinTech,Pre-Seed,USA,450706,128,4,25.73,515275,3.248,6405,63,22,5,7,17,7,0
EdTech,Series A,Singapore,13867451,30,6,333.09,386430,3.65,30269,72,12,6,5,75,16,1
SaaS,Seed,Singapore,1262557,25,11,36.3,328442,2.093,16874,43,18,4,7,14,21,1
AI/ML,Series A,Canada,8267382,11,3,353.25,791798,4.419,31457,36,11,2,9,38,9,1
SaaS,Pre-Seed,France,85757,106,11,17.47,655323,4.009,17085,47,21,5,5,94,12,1
BioTech,Series A,Australia,11167575,146,12,421.31,183167,3.884,35702,25,18,4,9,25,29,1
AI/ML,Seed,USA,1082933,56,11,233.24,454740,2.183,14347,7,25,7,1,29,24,0
SaaS,Series A,Germany,10188106,148,6,47.18,526030,-0.005,13502,56,3,6,3,90,33,0
AI/ML,Seed,Australia,821199,3,12,353.56,381969,2.36,46479,-18,27,3,7,16,14,1
BioTech,Series B,USA,37139911,148,11,244.9,125637,4.472,13848,16,3,9,4,56,18,1
Cybersecurity,Pre-Seed,Brazil,452214,136,9,95.88,271046,0.79,22421,27,2,4,2,101,5,0
FinTech,Series A,Israel,6829994,112,9,8.33,532222,4.909,14426,-2,25,5,3,29,15,1
FinTech,Series B,Israel,41577570,39,10,209.29,35532,4.0,4695,71,5,3,7,23,7,1
EdTech,Series A,Singapore,5429488,132,3,43.27,118197,3.491,48971,62,4,8,8,51,25,1
HealthTech,Seed,Israel,2778701,103,3,47.54,140860,3.321,15860,-4,10,7,9,64,14,0
EdTech,Seed,UK,2765125,96,4,134.03,70285,2.853,46865,61,24,7,6,79,35,0
CleanTech,Series C,Germany,63329543,93,12,315.41,672953,3.547,47404,61,8,8,9,74,24,1
SaaS,Pre-Seed,Israel,102021,72,7,265.19,281639,1.994,25710,66,2,7,4,46,15,0
AI/ML,Seed,India,529092,25,3,34.96,256130,4.195,25411,19,28,3,5,110,11,0
HealthTech,Series A,UK,8113050,69,10,484.23,279981,3.421,8843,29,8,3,1,46,24,1
BioTech,Series A,Australia,10709019,129,8,443.64,742068,3.811,31152,52,28,2,9,100,11,1
CleanTech,Pre-Seed,UK,182903,94,11,129.98,524938,3.921,49568,8,11,1,9,63,17,1
BioTech,Series A,USA,13776415,45,8,61.61,268750,0.279,15573,30,2,5,9,44,6,1
FinTech,Series A,Singapore,3883435,134,6,471.23,525046,0.089,38334,21,19,4,3,25,21,0
FinTech,Pre-Seed,Canada,461518,56,4,230.84,302490,3.965,30737,8,16,2,8,75,8,1
EdTech,Series B,Canada,25279184,30,11,155.93,118621,1.149,38767,45,20,1,3,3,15,1
SaaS,Pre-Seed,Brazil,446448,38,12,245.43,295556,2.826,28256,-4,11,3,6,38,32,1
HealthTech,Seed,Germany,2439309,116,11,386.49,491615,2.107,36634,10,24,6,5,57,10,1
Gaming,Pre-Seed,USA,363651,4,5,84.61,128833,-0.085,41705,71,17,2,8,112,28,0
CleanTech,Pre-Seed,Canada,174277,123,12,383.86,434020,0.009,2002,31,3,7,3,18,15,1
CleanTech,Series B,Singapore,31382927,44,2,374.85,75206,4.101,16623,18,9,7,1,91,12,0
EdTech,Seed,Australia,707580,8,13,269.9,20934,2.96,41815,39,17,3,9,20,18,1
FinTech,Seed,Canada,1269032,126,6,432.99,302867,2.524,48693,73,29,1,9,100,24,1
EdTech,Pre-Seed,India,150128,50,3,66.51,423621,4.711,22251,78,7,9,3,40,29,0
AI/ML,Seed,UK,1047952,122,6,297.94,684108,0.7,12707,30,8,5,2,69,10,0
HealthTech,Seed,Canada,2323948,74,12,224.95,736126,1.141,24117,63,18,2,4,22,14,1
SaaS,Seed,USA,664244,42,5,211.43,711773,3.735,22743,-5,12,8,8,21,16,1
Cybersecurity,Seed,Israel,976857,107,14,126.65,491891,3.831,10790,77,24,4,6,15,11,1
E-Commerce,Series B,Israel,45473044,78,2,186.45,251630,1.905,48069,-7,5,7,1,19,26,0
E-Commerce,Seed,Australia,2160100,128,12,54.52,508577,4.745,32620,69,21,5,8,80,19,1
EdTech,Seed,Israel,511017,92,13,126.17,570811,4.679,15596,63,6,3,5,32,18,1
AI/ML,Pre-Seed,Australia,348757,9,14,136.35,393094,-0.135,30339,21,27,8,6,88,30,0
HealthTech,Series A,USA,6931895,33,5,360.47,176804,0.696,34121,30,20,2,5,45,32,1
Gaming,Seed,Germany,2868787,65,5,24.75,575934,4.065,42995,3,5,1,5,50,23,1
E-Commerce,Seed,Israel,709720,139,14,325.77,686381,1.543,48596,61,10,5,3,45,12,1
HealthTech,Pre-Seed,Brazil,171070,14,9,111.09,234310,0.296,49831,22,16,4,4,95,13,0
SaaS,Series C,Singapore,131492269,94,11,41.39,252024,3.882,41446,52,18,7,5,116,21,1
BioTech,Pre-Seed,UK,370903,62,8,150.75,267476,2.164,45678,-2,27,9,2,68,21,0
AI/ML,Series A,Israel,11302089,9,12,112.62,291260,2.361,20698,63,24,6,6,55,29,1
FinTech,Seed,Australia,2859664,30,12,276.24,122858,0.769,39632,40,11,1,2,74,29,0
HealthTech,Pre-Seed,USA,85010,96,7,179.01,753631,3.237,14716,73,20,8,4,80,27,0
SaaS,Series A,Israel,10900171,42,12,483.01,503213,2.666,30806,42,20,2,1,36,29,1
Gaming,Seed,Canada,2195625,12,13,481.79,86620,0.875,17868,5,23,4,4,79,15,1
Cybersecurity,Series B,Israel,40060248,3,14,222.14,431972,1.57,47918,74,26,3,7,76,12,1
FinTech,Series B,Australia,28361840,132,3,397.65,92604,2.904,31130,14,26,6,8,74,19,1
Cybersecurity,Series B,India,42127984,81,10,7.13,628740,4.609,49842,46,12,2,2,73,12,0
Gaming,Pre-Seed,India,212008,88,4,274.13,177596,4.586,6125,35,17,5,3,15,23,1
SaaS,Series A,Israel,13040330,107,6,371.78,457822,1.297,41972,19,28,9,1,92,5,0
E-Commerce,Seed,UK,537493,140,3,108.86,734179,3.625,35115,8,6,3,7,58,26,1
Cybersecurity,Series B,USA,22016611,18,11,31.06,604515,3.833,47511,-15,24,2,4,61,10,1
FinTech,Seed,Brazil,1650311,24,9,78.38,295356,4.006,36476,31,22,2,8,34,22,1
EdTech,Series A,Brazil,4595776,49,8,221.2,312262,2.768,29046,-20,27,9,5,85,23,1
CleanTech,Seed,Israel,2568535,21,6,253.43,551828,-0.145,22760,31,4,6,9,81,11,0
HealthTech,Seed,Israel,1131581,3,4,190.75,176901,3.761,10114,3,28,2,6,56,28,1
E-Commerce,Pre-Seed,India,149083,89,7,220.27,197381,0.354,637,13,15,3,2,4,31,0
Cybersecurity,Series A,Australia,8880823,32,13,235.38,730763,0.408,38634,-14,21,1,1,39,8,1
BioTech,Seed,UK,1121747,131,11,384.83,556565,2.949,23177,54,3,2,1,85,28,1
HealthTech,Seed,Israel,2995902,79,3,53.07,653421,4.914,35776,-10,29,2,9,99,16,1
EdTech,Series A,Brazil,14233125,5,10,384.59,462889,1.061,23600,15,27,2,1,105,31,1
Gaming,Seed,USA,1781258,142,8,344.47,262196,3.158,16251,-1,22,7,3,116,16,1
CleanTech,Pre-Seed,Germany,478886,129,1,370.96,446060,1.379,26809,42,0,3,2,35,5,0
SaaS,Seed,Canada,729171,135,3,367.37,222620,4.473,23756,59,3,4,4,3,35,1
EdTech,Seed,Israel,667558,32,11,235.56,477927,2.886,38368,42,2,2,1,105,25,1
EdTech,Seed,Australia,1483061,139,5,106.09,443886,0.879,11649,48,28,5,1,30,13,0
Gaming,Pre-Seed,Israel,346412,22,5,268.55,208675,1.163,11366,67,3,9,4,19,29,0
AI/ML,Pre-Seed,Australia,157338,24,10,479.01,696838,2.049,11880,9,0,9,4,59,27,1
Gaming,Pre-Seed,UK,338480,132,14,294.47,429655,0.435,17783,9,11,7,7,72,17,1
AI/ML,Series A,Germany,14275833,149,2,6.02,781784,0.209,22226,76,12,8,8,54,29,0
AI/ML,Pre-Seed,Singapore,137132,30,10,30.33,433026,3.336,41209,63,1,5,8,46,34,1
E-Commerce,Seed,USA,1843679,106,8,496.44,338380,1.917,5320,1,27,5,8,86,30,1
E-Commerce,Series B,USA,46601658,53,5,36.44,74467,3.576,8727,40,26,3,9,49,31,1
FinTech,Pre-Seed,Australia,227254,116,7,23.5,374494,0.372,11724,0,28,6,1,15,22,0
Cybersecurity,Seed,India,1998118,102,7,176.84,452762,2.971,39211,16,8,1,9,78,25,1
Cybersecurity,Series A,Australia,13189439,85,14,484.67,790196,2.105,19933,6,6,3,8,32,4,1
SaaS,Series B,India,43906038,62,5,159.68,799480,0.102,13394,14,12,2,1,87,35,0
Cybersecurity,Series A,France,13457318,126,8,205.24,783500,2.633,39720,17,21,7,7,68,9,1
E-Commerce,Series A,Brazil,9318653,72,9,317.22,593194,0.231,41417,39,1,9,9,55,26,1
FinTech,Series A,USA,12396313,71,4,12.54,348781,4.104,19122,49,0,4,4,20,27,0
FinTech,Seed,UK,2705927,140,4,448.93,301922,3.086,36137,11,17,7,9,30,27,1
AI/ML,Series A,Australia,11151496,109,8,259.96,168497,2.696,31437,59,6,8,1,6,18,1
Gaming,Pre-Seed,UK,371768,22,1,233.67,772405,0.494,20519,71,17,2,9,44,30,0
SaaS,Series B,Germany,47285676,132,4,430.43,748748,1.295,7983,59,18,7,6,109,31,1
AI/ML,Seed,UK,816790,83,6,476.56,130918,2.363,44656,6,7,3,4,119,3,1
Gaming,Seed,Israel,2416195,89,13,212.0,461392,3.093,5635,-18,22,8,5,8,29,1
Cybersecurity,Pre-Seed,Brazil,451752,112,4,86.63,415890,0.753,36837,28,11,6,7,104,7,0
AI/ML,Series A,Israel,6787415,11,6,407.95,465618,-0.154,39019,64,10,3,4,11,18,0
HealthTech,Pre-Seed,Canada,106747,13,5,201.93,519325,1.593,44347,9,26,8,8,22,16,0
Cybersecurity,Series B,Australia,40211536,8,14,467.8,230979,2.311,19622,1,29,3,3,111,32,1
Gaming,Series A,USA,13885249,146,9,474.97,782793,0.759,38505,-2,26,9,2,96,25,0
SaaS,Pre-Seed,Australia,383964,115,10,57.86,21957,2.359,9439,10,8,3,1,103,32,0
Gaming,Series A,Brazil,5222494,27,9,478.3,27829,1.56,27909,-1,27,1,6,40,19,1
AI/ML,Series A,Singapore,13052700,16,4,184.45,277981,2.166,35341,-2,3,2,2,70,3,0
AI/ML,Seed,Singapore,836497,34,13,323.3,467357,1.607,32893,-19,6,4,8,104,35,1
EdTech,Seed,Canada,987707,63,14,17.86,156104,3.068,42189,19,16,2,4,52,29,1
SaaS,Pre-Seed,Brazil,142091,48,4,444.5,109770,0.023,11403,18,10,4,9,62,11,1
BioTech,Pre-Seed,France,398058,96,12,320.98,560640,0.689,34074,70,26,4,4,15,6,1
Cybersecurity,Seed,France,1730478,36,8,321.96,40215,2.05,34869,51,1,4,4,101,19,1
FinTech,Series B,France,49447582,77,10,451.14,459535,1.653,47449,33,22,1,8,96,27,1
SaaS,Pre-Seed,USA,460343,124,4,254.42,529751,1.836,32903,6,17,9,8,44,5,0
FinTech,Series A,USA,9506016,84,2,205.55,740002,3.98,26953,58,21,7,5,70,26,1
SaaS,Seed,France,1035827,26,13,433.13,313391,4.409,7311,-9,28,2,3,27,35,1
SaaS,Seed,Singapore,1432196,58,13,371.34,663980,1.093,32025,57,25,3,2,33,19,1
Gaming,Series A,Brazil,13438344,33,14,474.51,708408,4.149,20615,50,11,8,9,113,17,1
SaaS,Series B,UK,37295574,64,2,470.09,784474,2.186,33580,-4,8,7,9,14,35,1
EdTech,Seed,Brazil,921743,13,1,191.47,216604,1.224,26320,69,10,4,5,66,13,0
BioTech,Seed,France,2063482,64,5,223.77,601002,4.924,42898,63,4,4,8,81,14,0
AI/ML,Seed,Brazil,2130872,78,6,128.36,307463,4.089,23952,-11,25,9,7,63,30,0
CleanTech,Pre-Seed,Germany,411462,93,9,330.49,653346,4.97,17254,-2,6,5,3,55,17,0
FinTech,Pre-Seed,USA,469924,2,5,182.59,288169,0.675,15227,61,28,5,5,28,15,0
AI/ML,Seed,USA,2214796,71,13,393.16,19780,0.548,13760,9,0,7,9,63,18,1
CleanTech,Seed,Singapore,2483518,137,6,61.21,708276,2.418,8826,9,23,1,4,12,14,0
BioTech,Series A,UK,13553060,134,6,58.64,85503,3.121,13939,4,24,3,3,14,14,0
BioTech,Seed,France,891407,87,3,102.63,171928,0.69,33436,67,28,2,7,24,33,0
FinTech,Seed,Australia,1307274,40,12,42.6,19179,4.274,17677,53,4,6,8,106,11,1
FinTech,Seed,Singapore,2635896,24,4,310.21,703983,2.566,8460,45,5,6,5,55,11,1
BioTech,Series A,Singapore,7572530,69,1,74.1,682947,1.937,8673,75,12,1,8,23,26,0
CleanTech,Series B,UK,21158382,5,4,80.4,689093,2.931,27866,14,10,6,5,37,3,1
SaaS,Seed,Israel,2456678,127,1,7.61,791570,3.102,36158,30,7,2,9,73,25,1
Cybersecurity,Series A,France,5332127,22,5,391.15,491522,0.022,9453,50,19,4,7,84,17,0
HealthTech,Pre-Seed,Australia,53650,106,11,406.24,633711,4.999,15904,50,1,6,5,29,22,0
AI/ML,Seed,USA,2426252,67,11,81.43,133076,1.692,15396,6,14,3,9,62,29,1
Gaming,Seed,UK,2574278,8,8,369.89,145047,0.12,28370,-11,9,3,5,101,26,1
AI/ML,Seed,Australia,2518852,50,8,217.06,264477,4.232,21933,76,7,3,8,49,34,1
Gaming,Series A,Germany,7983926,17,5,120.18,743815,4.964,30349,22,1,4,4,68,26,0
CleanTech,Series B,Singapore,25533873,146,14,310.88,347282,4.045,4334,34,20,9,9,98,9,1
Gaming,Pre-Seed,UK,189861,85,10,89.65,710823,4.23,31460,50,14,4,6,17,11,1
FinTech,Seed,USA,1580701,88,2,378.56,183226,3.055,27268,-15,28,4,6,111,7,1
Cybersecurity,Seed,Brazil,1778343,99,12,24.28,216748,4.596,22068,-15,5,4,3,26,30,1
Cybersecurity,Pre-Seed,USA,442144,76,6,479.59,521559,-0.014,28247,56,4,7,3,86,2,0
FinTech,Pre-Seed,Germany,460675,35,1,36.4,620994,3.787,23134,27,21,5,4,12,30,0
EdTech,Seed,UK,1190778,27,7,289.93,126905,3.288,16285,56,21,2,1,90,4,0
CleanTech,Pre-Seed,Germany,424048,67,11,451.15,38830,0.058,35003,-19,2,7,6,26,14,1
EdTech,Pre-Seed,France,228157,126,4,6.45,475342,2.629,21367,62,10,3,1,90,13,0
EdTech,Pre-Seed,France,68768,64,5,249.51,302753,2.478,24136,30,10,1,4,106,25,0
AI/ML,Seed,Brazil,2253897,88,6,175.33,551689,3.396,37787,40,15,9,7,114,13,0
BioTech,Series A,Singapore,9634699,42,11,290.38,430945,0.203,24425,-2,2,5,6,59,13,1
AI/ML,Seed,Israel,2850959,99,1,113.12,128278,3.987,29465,-19,8,1,8,114,6,1
